created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Oct 07 06:49:17 +0000 2023;1710547830421770355;"Kasian bgt yah kalo gt, udah depresi, ke psikolog sampe harus mnum antri depresan pas cari keadilan then dicap kaya lo itu sakit jiwa, pasti lo punya jiwa psikopat☹️ Kesan yg gue dapet dari film dokumenter ice cold, coffee and Jessica Kumala Wongso 🥺";0;1;0;1;in;1668138097119490054;1710547830421770355;careindaily;https://twitter.com/careindaily/status/1710547830421770355
Sat Oct 07 06:15:21 +0000 2023;1710539288042180780;"JUSTICE FOR JESSICA KUMALA WONGSO || BUKA KEMBALI PERSIDANGAN DENGAN ADIL DAN TERBUKA - Tandatangani Petisi! https://t.co/cMY90l9enT via @ChangeOrg_ID";0;0;0;0;in;1621392835919630341;1710539288042180780;o2girl3;https://twitter.com/o2girl3/status/1710539288042180780
Sat Oct 07 06:12:44 +0000 2023;1710538631608455252;"@softerweb @menfesssambat @crocohere @BanyuSadewa @inminix88 jessica wong ( jessica kumala WONGso)";0;0;0;1;tl;1229615710814388226;1710298571134599529;loverboyys_;https://twitter.com/loverboyys_/status/1710538631608455252
Sat Oct 07 06:03:34 +0000 2023;1710536322086318106;"Seperti apa yang dikatakan di putusan hakim  "Menyatakan Terdakwa JESSICA KUMALA alias JESSICA KUMALA WONGSO alias JESS telah terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana"  Jadi kunci pembuktian hukum di Indonesia adalah meyakinkan hakim. https://t.co/CKA3rogH2n";0;1;0;2;in;373848200;1710536293380391200;triwahyuutama15;https://twitter.com/triwahyuutama15/status/1710536322086318106
Sat Oct 07 06:03:33 +0000 2023;1710536318147838110;"Pendapatku tentang kasus ini masih sama sejak awal  "Kenapa tuntutan dan hukuman Jessica Kumala Wongso nggak mati atau seumur hidup?  Karena jaksa dan hakim yakin dia pelakunya tapi tidak yakin dengan cara pembunuhannya." https://t.co/pCq9u2AsUt";0;1;1;5;in;373848200;1710536293380391200;triwahyuutama15;https://twitter.com/triwahyuutama15/status/1710536318147838110
Sat Oct 07 05:40:55 +0000 2023;1710530621989400989;"Di Mana Jessica Kumala Wongso Saat Ini? Pelaku Kasus Pembunuhan Kopi Sianida yang Viral pada Masanya https://t.co/9V9CkI8KH2";0;0;0;0;in;1517308066181836800;1710530621989400989;RagamIndones1a;https://twitter.com/RagamIndones1a/status/1710530621989400989
Sat Oct 07 03:43:44 +0000 2023;1710501133457010741;"Nggak paham kenapa kasus Jessica di up lagi. Bukan gimana-gimana nih, masalahnya nama gue juga Jessica. Tiap ada video nyebut-nyebut nama Jessica berasa gue yang diomongin, pas baca caption nya Jessica Kumala Wongso baru tenang. Deg-degan banget! 😭🙏🏼";0;5;0;3;in;610249126;1710501133457010741;jejesiest;https://twitter.com/jejesiest/status/1710501133457010741
Sat Oct 07 01:59:07 +0000 2023;1710474804724113571;"@jek___ Dr Jessica kumala wongso jauh amat ke barack obama -_-";0;0;0;0;in;1390580736508321800;1710474389920362720;ii___am___;https://twitter.com/ii___am___/status/1710474804724113571
Fri Oct 06 23:59:03 +0000 2023;1710444591168548965;"dugaan rekayasa atau manipulasi untuk kriminalisasi dalam kasus kematian Mirna Salihin dengan terdakwa Jessica Kumala Wongso. praktek ini mirip seperti dalam kasus kematian Brigadir Yosua. guess who was the leader of the investigation? yup. Ferdy Sambo. si ahli rekayasa https://t.co/HE4uv2aVtt";48;74;558;1996;in;1296382061758955520;1710444591168548965;WinnerWave_;https://twitter.com/WinnerWave_/status/1710444591168548965
Fri Oct 06 20:16:41 +0000 2023;1710388628734837242;"Pak presiden @jokowi  Pak tolong pak Sebelum masa jabatan bapak habis. Tolong selamatkan jessica Kumala Wongso! Agar indonesia sbg negara hukum ttp menjadi tmpt ternyaman utk rakyatnya Agar kami tidak perlu menjadi hakim , polisi dn pengacara krn kasus ini pak Terimakasih pak";1;0;0;0;in;110075719;1710388628734837242;evatiqvah;https://twitter.com/evatiqvah/status/1710388628734837242
Fri Oct 06 16:48:03 +0000 2023;1710336123623571594;"JUSTICE FOR JESSICA KUMALA WONGSO || BUKA KEMBALI PERSIDANGAN DENGAN ADIL DAN TERBUKA - Tandatangani Petisi! https://t.co/Irs9wmcRXj lewat @ChangeOrg_ID";0;0;0;0;in;738013987;1710336123623571594;wanwanny20;https://twitter.com/wanwanny20/status/1710336123623571594
Fri Oct 06 16:45:05 +0000 2023;1710335380254503041;"JUSTICE FOR JESSICA KUMALA WONGSO || BUKA KEMBALI PERSIDANGAN DENGAN ADIL DAN TERBUKA - Tandatangani Petisi! https://t.co/Irs9wmcRXj lewat @ChangeOrg_ID";0;0;0;0;in;738013987;1710335380254503041;wanwanny20;https://twitter.com/wanwanny20/status/1710335380254503041
Fri Oct 06 14:44:46 +0000 2023;1710305100298592299;"Dokumenter Netflix, Ice Cold membuat perbincangan terhadap kasus "Kopi Sianida" menjadi dibicarakan kembali.  Otto Hasibuan, pengacara Jessica Kumala Wongso, mengungkapkan kejanggalan-kejanggalan dalam persidangan kliennya atas kasus pembunuhan Wayan Mirna Salihin. Salah satu… https://t.co/ellwJ77C6C";1;1;51;191;in;1691034489928196096;1710305100298592299;apamedia_id;https://twitter.com/apamedia_id/status/1710305100298592299
Fri Oct 06 14:33:49 +0000 2023;1710302343088968021;"Perihal celana robek yang dipakai jessica #kopisianida  #jessicakumalawongso #JUSTICEFORJESSICAWONGSO https://t.co/tWJOJEwgEe";2;0;1;7;in;1474735663656275968;1710302343088968021;dewi_ehheh24;https://twitter.com/dewi_ehheh24/status/1710302343088968021
Fri Oct 06 13:16:51 +0000 2023;1710282975861211488;"@DivHumas_Polri @ListyoSigitP Apakah kasus Jessica Kumala Wongso ada sangkut pautnya dengan Ferdi Sambo?";0;0;0;0;in;15860995;1710282975861211488;arc_romadhoni;https://twitter.com/arc_romadhoni/status/1710282975861211488
Fri Oct 06 11:22:37 +0000 2023;1710254229573791860;"Apakah Jessica Kumala Wongso bener2 ngebubuh Wayan Mirna Salihin ~ "Ice Cold: Murder, Coffee and Jessica Wongso"?  https://t.co/Iq05GAbtT3";0;0;0;1;tl;60983771;1710254229573791860;najibsamin;https://twitter.com/najibsamin/status/1710254229573791860
Fri Oct 06 11:17:54 +0000 2023;1710253040954196436;"Uang asuransi langsung dipake buat nanganin pakbrik wkt bankrut. Terus gk lama istri mudanya juga ikutan meninggal? #icecold #icecoldnetflix #jessicakumalawongso #mirnasalihin #FYP";1;0;0;0;in;1557622364216578048;1710253040954196436;JessieMessieM;https://twitter.com/JessieMessieM/status/1710253040954196436
Fri Oct 06 11:10:49 +0000 2023;1710251259473883580;"Dari awal ayahnya udh gk beres. Gara-gara si anak punya asuransi jiwa yg nilainya fantastis, sanggup ngebunuh anak sendiri.  Skrg pusing cari kambing hitam berikutnya ya?  10k followers gw bongkar! #icecold #icecoldnetflix #jessicakumalawongso #mirnasalihin #kopisianida #sianida";1;0;1;2;in;1557622364216578048;1710251259473883580;JessieMessieM;https://twitter.com/JessieMessieM/status/1710251259473883580
Fri Oct 06 09:06:32 +0000 2023;1710219979478720540;"Film Jessica Kumala Wongso bikin berpikir sisi mana yang salah. Bagus bgt dokumenternya.";0;0;0;0;in;188766435;1710219979478720540;kiraruuuu;https://twitter.com/kiraruuuu/status/1710219979478720540
Fri Oct 06 09:00:06 +0000 2023;1710218362071273542;"[N.E.W]  Film dokumenter tentang kasus Jessica Kumala Wongso, berjudul "Ice Cold: Murder, Coffee, and Jessica Wongso," telah dirilis pada 28 September 2023 di Netflix. Sebelum menonton, kamu harus tahu hal-hal penting tentang film dokumenter ini!    https://t.co/CfnVBe3BXl https://t.co/tvjrdmO1wF";0;0;0;0;in;245880165;1710218362071273542;SwaraUnsada;https://twitter.com/SwaraUnsada/status/1710218362071273542
Fri Oct 06 08:04:49 +0000 2023;1710204449929740346;"abis nonton Ice Cold, dokumenternya kasus yg menimpa Wayan Mirna Salihin yang 'dianggap' dibunuh oleh Jessica Kumala Wongso sebenarnya sangat menarik ketika kasus ini muncul ke publik, lebih dari 20× persidangan tapi gak ada bukti kuat, dan banyak kecurigaan setelah nonton ini.";0;0;0;0;in;794825874541453312;1710204449929740346;iamtorpedo;https://twitter.com/iamtorpedo/status/1710204449929740346
Fri Oct 06 07:00:20 +0000 2023;1710188222188503394;"Arsip Majalah Tempo 18 Januari 2016  Pada 6 Januari 2016, Wayan Mirna Salihin meninggal setelah minum es kopi Vietnam  Mirna minum kopi bersama temannya, Jessica Kumala Wongso dan Hani, di Kafe Olivier, Grand Indonesia, Jakarta Pusat.  #MajalahTempo #ArsipTempo https://t.co/6rKxwXnG0I";2;2;24;86;in;88352716;1710188222188503394;temponewsroom;https://twitter.com/temponewsroom/status/1710188222188503394
Fri Oct 06 04:46:46 +0000 2023;1710154609409638423;"Jessica Kumala Wongso Tolak Ajukan Grasi ke Presiden, Otto Hasibuan Ungkap Alasannya https://t.co/Q125HpTNrc lewat @tribunnews #IceCold #JessicaWongso #Jessica #JESSI #kopisianida";0;0;0;0;in;1544145887290568705;1710154609409638423;WartaKota5;https://twitter.com/WartaKota5/status/1710154609409638423
Fri Oct 06 01:13:32 +0000 2023;1710100946368467394;"Setelah 7 tahun mendekam di lapas dan dinyatakan bersalah atas kematian Wayan Mirna Salihin, kondisi terkini Jessica Kumala Wongso diungkap oleh pengacara Hidayat Bostam. https://t.co/KhdB3CuCDU";0;1;0;0;in;1313381114459820032;1710100946368467394;poskotanetwork;https://twitter.com/poskotanetwork/status/1710100946368467394
Fri Oct 06 00:42:04 +0000 2023;1710093028399239370;"salah satu pemikiran kocak saya, yang luput dari pemikiran orang2 cuman satu dari kasus kopi sianida ini, dari awal nama Jessica Kumala Wongso ga pernah di singkat/dipakai inisialnya. apa pada takut apa gimana yak 😂😂😂";0;0;0;0;in;1366060106;1710093028399239370;djwembut;https://twitter.com/djwembut/status/1710093028399239370
Thu Oct 05 23:54:21 +0000 2023;1710081020006121667;"Masih ingat dg Jessica Kumala Wongso? Baru2 ini keluar Film Dokumenter di Netflix yg mengulas tentang kasus Kopi Sianida (2016) yg waktu itu sgt menyita perhatian seluruh masyarakat Indonesia. #IceCold https://t.co/5iNgMaic7x";0;1;0;0;in;1509804441729646596;1710081020006121667;gmdebbyafh;https://twitter.com/gmdebbyafh/status/1710081020006121667
Thu Oct 05 22:39:53 +0000 2023;1710062278219816977;"dokumenter jessica kumala wongso bagus bgtttt";0;2;0;0;in;1398638448349618179;1710062278219816977;wsnugrha;https://twitter.com/wsnugrha/status/1710062278219816977
Thu Oct 05 22:16:59 +0000 2023;1710056514436682014;"Ingin Perjuangkan Agar Dapat Grasi, Jawaban Jessica Kumala Wongso Bikin Otto Hasibuan Terharu.  Darimana Hakim punya keyakinan jika bukti2 &amp  saksi tdk meyakinkan.  Lebih baik membebaskan 1000 orang yg bersalah drpd menghukum 1 orang yg tidak bersalah.  https://t.co/jxggLdOrXq";0;1;6;10;in;1577486519773765632;1710056514436682014;akuntwiter968;https://twitter.com/akuntwiter968/status/1710056514436682014
Thu Oct 05 22:04:09 +0000 2023;1710053284839313882;"Ingin Perjuangkan Agar Dapat Grasi, Jawaban Jessica Kumala Wongso Bikin Otto Hasibuan Terharu https://t.co/lQyVuawN5Y";1;3;8;15;in;41730943;1710053284839313882;VIVAcoid;https://twitter.com/VIVAcoid/status/1710053284839313882
Thu Oct 05 18:35:22 +0000 2023;1710000743430922453;"@jokowi #justiceforjessicakumalawongso #savejessicakumalawongso #jessicakumalawongso Pak mohon untuk bebaskan jessica dari jeratan hukuman atas dasar praduga🙏";0;0;0;1;in;1580072879047471104;1709912852688224333;Dellave9;https://twitter.com/Dellave9/status/1710000743430922453
Thu Oct 05 17:50:35 +0000 2023;1709989472836964381;"Bela Mati-matian Jessica Kumala Wongso, Ternyata Segini Bayaran Otto Hasibuan https://t.co/uF11kTjXVE";0;0;0;0;in;41730943;1709989472836964381;VIVAcoid;https://twitter.com/VIVAcoid/status/1709989472836964381
Thu Oct 05 16:03:35 +0000 2023;1709962548785951113;"Kasus Kopi Sianida Jessica Kumala Wongso dan Mirna Salihin (Ice Cold Coffee, Jessica Wongso) https://t.co/hwLPN4klG8 #jessica #sianida #wongso #mirnasalihin";0;0;0;0;tl;1563403688382582789;1709962548785951113;KristoperTambu1;https://twitter.com/KristoperTambu1/status/1709962548785951113
Thu Oct 05 15:45:21 +0000 2023;1709957958489227659;"Lagi enak2 nonton live Kenapa Videonya dicekal ya @tvOneNews padahal isinya bagus bgt, melihat secara bukti n scientific banget kasus Kopi Sianida, kematian Mirna salihin, dari sudut pandang Otto hasibuan pengacara Jessica kumala wongso, makin aneh aja kasus ini gara2 ICE COLD https://t.co/wTj5nUQTLt";0;0;1;10;in;65343192;1709957958489227659;mimpi_van_arte;https://twitter.com/mimpi_van_arte/status/1709957958489227659
Thu Oct 05 15:40:39 +0000 2023;1709956774693064942;"if I were jessica kumala wongso I wouldn’t let any of Mirna’s family member see me. I mean what’s your point anyway? if you’re there just to pass a “hi m*rder” you better do something else 😅😂";0;0;0;1;en;438589406;1709956774693064942;FlNGERMONKEYS;https://twitter.com/FlNGERMONKEYS/status/1709956774693064942
Thu Oct 05 14:46:37 +0000 2023;1709943176046497941;"From this - to this  Akun instagram bang wirangbirawa hilang gaiss. Pdhal blio mau live tadi #jessicakumalawongso #justiceforjessicawongso https://t.co/InH4MIVRUJ";1;0;0;0;in;1474735663656275968;1709943176046497941;dewi_ehheh24;https://twitter.com/dewi_ehheh24/status/1709943176046497941
Thu Oct 05 14:23:34 +0000 2023;1709937378729885937;"um! jessica kumala wongso was right, betapa sulit tuk ttap waras stiap harinya. kumaha barudak? weellllll💋";0;0;0;5;in;740762250613399552;1709937378729885937;um_fess;https://twitter.com/um_fess/status/1709937378729885937
Thu Oct 05 13:39:35 +0000 2023;1709926309802156409;"Lama tak terihat, Kabar terbaru Jessica Kumala Wongso terpidana kasus kopi sianida terhadap kematian Mirna https://t.co/OZwItYLfdR";0;0;0;0;in;1690969676287983616;1709926309802156409;bisnisbandung63;https://twitter.com/bisnisbandung63/status/1709926309802156409
Thu Oct 05 11:55:06 +0000 2023;1709900014154326352;"betapa sulitnya untuk tetap waras setiap harinya   -jessica kumala wongso";0;0;0;1;in;1485262829813116934;1709900014154326352;aslinyaa3orang;https://twitter.com/aslinyaa3orang/status/1709900014154326352
Thu Oct 05 11:48:29 +0000 2023;1709898348529176762;"Cerita Reza Indragiri Diberi Uang Agar Bungkam di Kasus Jessica Wongso  Ahli psikologi forensik, Reza Indragiri Amriel, mengungkap sisi lain dalam kasus  Kumala Wongso yang membunuh Wayan Mirna Salihin menggunakan racun sianida.   Kasus yang sempat menyedot perhatian publik pada… https://t.co/ngpGoG6CT6";0;3;4;16;in;1445549199647395842;1709898348529176762;sasaput92617412;https://twitter.com/sasaput92617412/status/1709898348529176762
Thu Oct 05 03:47:49 +0000 2023;1709777385682587971;"dengan adanya dokumenter ice cold ini jadi banyak bahan diskusi, apa jangan-jangan nanti bakal ke ungkap dari kebenarannya kasusnya? jessica kumala wongso bukan pelakunya?  Ice cold = cold case?";0;0;0;0;in;567920507;1709777385682587971;indahsasoe;https://twitter.com/indahsasoe/status/1709777385682587971
Thu Oct 05 03:43:05 +0000 2023;1709776196429627857;"Sejak awal saya menilai tidak ada bukti yg bisa menyatakan Jessica Kumala Wongso bersalah. Bahkan sy juga tdk yakin telah terjadi pembunuhan. #jessica #MirNa #kopisianida https://t.co/t3BKG3GCkl";0;0;1;2;in;2187270150;1709776196429627857;soala_go2;https://twitter.com/soala_go2/status/1709776196429627857
Thu Oct 05 02:51:14 +0000 2023;1709763147823972453;"Devi Siagian menganggap teman Wayan Mirna Salihin, Jessica Kumala Wongso atau Jessica Wongso bertingkat aneh saat memesan es kopi Vietnam untuk meja 54 di kafe tempat dirinya bekerja. Dengan kesaksian inilah yang akhirnya membuat Devi Siagian disebut";0;1;0;1;in;1519396888088563712;1709763147823972453;UlfaAzzahr;https://twitter.com/UlfaAzzahr/status/1709763147823972453
Thu Oct 05 01:13:22 +0000 2023;1709738516656390484;"@jokowi pak tolong kasih grasi ke jessica kumala wongso, supaya ada keadilan. Sudah viral sedunia ini. Dari dulu saya juga ga percaya kasus ini. Terima kasih pak.";0;0;0;1;in;1443883306840309760;1709738516656390484;tompradjawani;https://twitter.com/tompradjawani/status/1709738516656390484
Wed Oct 04 20:48:16 +0000 2023;1709671801184252076;"GUA NANGIS BACA NOTA PEMBELAAN JESSICA KUMALA WONGSO DI PERSIDANGAN";0;0;0;6;in;1595305717786849280;1709671801184252076;ulardericc;https://twitter.com/ulardericc/status/1709671801184252076
Wed Oct 04 18:28:10 +0000 2023;1709636543516676346;"So.... Jessica Kumala Wongso's case is reopened....  I always felt her trial is extremely odd??? Mostly bc like, the "murder" happened in 2016 and yet she was tried for years and sentenced 4 years later   Turns out my gut feeling is true";0;1;0;2;en;2453165934;1709636543516676346;Archistric;https://twitter.com/Archistric/status/1709636543516676346
Wed Oct 04 16:58:00 +0000 2023;1709613855704592456;"hari hari dituduh - jessica kumala wongso";0;0;0;1;in;1260864050650443777;1709613855704592456;atharghh;https://twitter.com/atharghh/status/1709613855704592456
Wed Oct 04 17:39:52 +0000 2023;1709624389011194204;"@Heraloebss BANTU JESSICA KUMALA WONGSO UNTUK MENCARI KEADILAN YANG DIRENGGUT, BELIAU LAYAK BEBAS DAN TIDAK BERSALAH";0;0;0;0;in;1623936425346621442;1709540592148262915;loafmdand;https://twitter.com/loafmdand/status/1709624389011194204
Wed Oct 04 16:53:33 +0000 2023;1709612732117615024;"@AREAJULID Fakta tersebut ia peroleh salah satunya setelah melihat rekaman CCTV yang berada di Olivier Cafe. Ia menjelaskan, bahwa apa yang di ucapkan oleh Jessica Kumala Wongso di media-media itu bohong.";0;1;0;14;in;1317337357117370368;1709522613666750650;dgkoro_koro;https://twitter.com/dgkoro_koro/status/1709612732117615024
Wed Oct 04 16:50:31 +0000 2023;1709611970243236106;"@AREAJULID Setelah melewati beberapa kali persidangan, Jessica Kumala Wongso pada akhirnya dituntut 20 tahun penjara atas tindak pidana pembunuhan yang diatur dalam Pasal 340 KUHP.[7] Dalam tuntutannya, jaksa menyebutkan bahwa Jessica diyakini terbukti bersalah meracuni Mirna dengan menaruh…";0;2;1;18;in;1317337357117370368;1709522613666750650;dgkoro_koro;https://twitter.com/dgkoro_koro/status/1709611970243236106
Wed Oct 04 16:49:51 +0000 2023;1709611804270432520;"@AREAJULID Tersangka Setelah hampir satu bulan sejak kematian Wayan Mirna Salihin, polisi akhirnya mengumumkan pelaku pembunuhan berencana ini. Jessica Kumala Wongso ditetapkan sebagai tersangka pada tanggal 29 Januari 2016 pukul 23:00 WIB.[5] Jessica yang diketahui sebagai teman Mirna yang…";0;1;1;31;in;1317337357117370368;1709522613666750650;dgkoro_koro;https://twitter.com/dgkoro_koro/status/1709611804270432520
Wed Oct 04 16:35:08 +0000 2023;1709608097864688105;"Semoga JKW segera menemukan keadilan (Jessica Kumala Wongso)";0;0;0;0;in;163766544;1709608097864688105;lemonpiye;https://twitter.com/lemonpiye/status/1709608097864688105
Wed Oct 04 15:43:43 +0000 2023;1709595160940831128;"Siapa yg sdh nonton..? Dulu nonton persidangan kasus kopi sianida sdh kyk nonton sinetron..   Jd siapa pembunuhnya Mirna Salihin? Jessica Kumala Wongso /  Edi Darmawan Salihin sang Ayah?  #kasuskopisianida #mirnasalihin https://t.co/QjwFSxDPvc";1;0;1;1;in;1694181916596137984;1709595160940831128;amp_jkt;https://twitter.com/amp_jkt/status/1709595160940831128
Wed Oct 04 15:20:20 +0000 2023;1709589274063204595;"Patah hati hari ini:  1. Cipung di opname😭 2. Jessica Kumala Wongso "bukan" the killer ? Janggal???? Lalu?🤔  #cipung #rayyanza #jessica #Mirnaa #sianida";0;0;0;2;in;581625517;1709589274063204595;spbrhtm;https://twitter.com/spbrhtm/status/1709589274063204595
Wed Oct 04 14:39:00 +0000 2023;1709578872021549356;"Goyangan paling gacor tidak kalah duanya dengan, Jessica Kumala Wongso LINK :https://t.co/2bCJlMlHI9  #situsgacor #linkgacor #FYP  #pragma123 https://t.co/ffxOXC0rrq";0;0;0;2;in;927246002;1709578872021549356;pragma123gacor;https://twitter.com/pragma123gacor/status/1709578872021549356
Wed Oct 04 12:25:30 +0000 2023;1709545277995266483;"jessica kumala wongso, i’ll pray the best for you girl 🤍";0;0;0;0;en;1692744995831525376;1709545277995266483;kwuromee;https://twitter.com/kwuromee/status/1709545277995266483
Wed Oct 04 12:16:03 +0000 2023;1709542897891348525;""Satu hal yang pasti, dunia telah runtuh menimpaku". - Jessica Kumala wongso -  #icecold #netflix";0;1;0;2;in;1175368384516521985;1709542897891348525;SamSidari14;https://twitter.com/SamSidari14/status/1709542897891348525
Wed Oct 04 12:08:08 +0000 2023;1709540904812609927;"Kembali Ramai Jadi Perbincangan Publik, Begini Kondisi Jessica Kumala Wongso di Balik Jeruji https://t.co/pZvVl8W1N1";0;0;0;0;in;1217625008169635840;1709540904812609927;PRDepok;https://twitter.com/PRDepok/status/1709540904812609927
Wed Oct 04 11:28:37 +0000 2023;1709530960214241717;"@AREAJULID Sianida juga ditemukan oleh Puslabfor Polri di sampel kopi yang diminum oleh Mirna. Berdasarkan hasil olah TKP dan pemeriksaan saksi, polisi menetapkan Jessica Kumala Wongso sebagai tersangka. Jessica dijerat dengan pasal 340 KUHP tentang pembunuhan berencana.";0;1;0;46;in;1317337357117370368;1709522613666750650;dgkoro_koro;https://twitter.com/dgkoro_koro/status/1709530960214241717
Wed Oct 04 11:27:51 +0000 2023;1709530769113354473;"@AREAJULID Saat kejadian, Mirna diketahui sedang berkumpul bersama kedua temannya, Hanie dan Jessica Kumala Wongso";0;1;0;78;in;1317337357117370368;1709522613666750650;dgkoro_koro;https://twitter.com/dgkoro_koro/status/1709530769113354473
Wed Oct 04 10:09:21 +0000 2023;1709511011798311287;"Wamenkumham sebut Jessica Kumala Wongso Sudah ke Kafe Olivier 3 Hari Sebelum Mirna ke Sana https://t.co/XOs6zFfalH";0;1;0;0;in;1225432911899324419;1709511011798311287;RepelitaO;https://twitter.com/RepelitaO/status/1709511011798311287
Wed Oct 04 09:14:49 +0000 2023;1709497291965673548;"Dari ucapan jaksa di persidangan Jessica Kumala Wongso, disitu seperti seakan2 kalau bukan Jessica terangkanya mereka akan ...... #jessica";0;0;0;0;in;233453139;1709497291965673548;ariyati_ria;https://twitter.com/ariyati_ria/status/1709497291965673548
Wed Oct 04 08:38:53 +0000 2023;1709488248135786884;"Kasus kopi sianida Jessica Kumala Wongso yang menewaskan Mirna Salihin menjadi sorotan publik setelah film dokumenternya dirilis Netflix, tidak terkecuali ketiga hakim yang memutuskan hukuman 20 tahun penjara.  Selengkapnya: https://t.co/ccXcv3ybeP ___ #100kpjcom #jessicawongso https://t.co/Ka83ZeuArm";0;0;0;0;in;1102793536221544449;1709488248135786884;100kpjcom;https://twitter.com/100kpjcom/status/1709488248135786884
Wed Oct 04 08:21:15 +0000 2023;1709483809090199751;"Viral Film Dokumenter 'Kopi Sianida', Begini Kabar Jessica Kumala Wongso Usai Dijebloskan ke Penjara, Kekeh Tak Bunuh Mirna? https://t.co/pr6dJHLvMq";0;0;0;0;in;1489842063109595136;1709483809090199751;e_winara;https://twitter.com/e_winara/status/1709483809090199751
Wed Oct 04 07:52:40 +0000 2023;1709476616811037031;"@VIVAcoid Sampai saat ini gua belum bisa percaya kalau Jessica Kumala Wongso yang bunuh Wayan Mirna Salihin";0;0;0;3;in;1472574920508903425;1709423122137698605;Shalihin_NAD;https://twitter.com/Shalihin_NAD/status/1709476616811037031
Wed Oct 04 06:00:01 +0000 2023;1709448266675573228;"Penyebab Wawancara Jessica Kumala Wongso Disetop Petugas Lapas dalam Film Dokumenter Kasus Kopi Sianida di Netflix  https://t.co/MVNQtvnVlV";0;0;0;0;in;1504683416314585090;1709448266675573228;disway_id;https://twitter.com/disway_id/status/1709448266675573228
Wed Oct 04 05:35:39 +0000 2023;1709442135412654490;"@mr_twap @Heraloebss Seketika gue kira JKW itu jokowi 😭 Ngelag bentar Taunya Jessica Kumala Wongso";0;1;0;2;in;732320540;1709370755195261284;BBlikeMadu;https://twitter.com/BBlikeMadu/status/1709442135412654490
Wed Oct 04 03:55:12 +0000 2023;1709416854975127566;"Kerap menangani kasus besar, tak heran jika publik penasaran dengan alasan Otto membela Jessica Kumala Wongso di kasus tersebut. https://t.co/4xsMOdmDVW";0;0;0;0;in;2462686290;1709416854975127566;Dreamcoid;https://twitter.com/Dreamcoid/status/1709416854975127566
Wed Oct 04 03:05:56 +0000 2023;1709404456197165507;"@akhmadsm_181120 @Persijap Nek tentang Jessica Kumala Wongso 😁";0;0;0;0;tl;274334322;1708829025979048426;FaridPrazet;https://twitter.com/FaridPrazet/status/1709404456197165507
Wed Oct 04 02:49:07 +0000 2023;1709400226484871669;"Terungkap skandal kematian Mirna ternyata tanpa autopsi, sementara Jessica Kumala Wongso harus dihukum 20 tahun penjara. Otto Hasibuan sampai menangis. Di Netflix skandal ini diungkap dan mendunia. https://t.co/cLCFk3nnqH";0;0;0;2;in;1608035838822330368;1709400226484871669;DKYLBcom;https://twitter.com/DKYLBcom/status/1709400226484871669
Wed Oct 04 02:23:27 +0000 2023;1709393767898526075;"skrg gue yakin kalo jessica bukan pembunuh nya huhuhu, mana hukuman nya 20 tahun🥹 #icecold #jessicakumalawongso";0;0;0;2;in;1269438679455379456;1709393767898526075;forthelastttt;https://twitter.com/forthelastttt/status/1709393767898526075
Wed Oct 04 01:46:01 +0000 2023;1709384344895447085;"Membunuh tanpa bukti 20 tahun penjara? aku curiga si bapak nya yg udah bunuh anak nya.  #Netflix #IceCold #jessicakumalawongso";0;0;0;1;in;4512248354;1709384344895447085;anto_sion;https://twitter.com/anto_sion/status/1709384344895447085
Wed Oct 04 01:31:12 +0000 2023;1709380615374770431;"Jessica kumala wongso adalah pacar saya.";0;0;0;0;in;147560878;1709380615374770431;rdhytom;https://twitter.com/rdhytom/status/1709380615374770431
Wed Oct 04 00:34:46 +0000 2023;1709366413545369715;"Devi Siagian, saksi kunci kasus pembunuhan Mirna, menganggap teman-teman seperti Wayan Mirna Salihin, Jessica Kumala Wongso, atau Jessica Wongso aneh saat memesan es kopi Vietnam untuk meja 54 di kafe tempatnya bekerja.";0;0;0;1;in;1519396888088563712;1709366413545369715;UlfaAzzahr;https://twitter.com/UlfaAzzahr/status/1709366413545369715
Tue Oct 03 23:28:35 +0000 2023;1709349759394410820;"Hemat saya atas asas praduga tak bersalah Jessica Kumala Wongso harus dilepaskan. Setelah ada Netflix dan waktu yang cukup panjang, mau bersalah atau tidak bersalah JKW itu harus dilepaskan karena tidak ada bukti kuat. Justru bisnis + asuransi yang menjadi kecurigaan besar.";0;0;0;0;in;1051567710906109953;1709341126321443067;mannasawla;https://twitter.com/mannasawla/status/1709349759394410820
Tue Oct 03 18:43:59 +0000 2023;1709278138164015557;"anjir gue malem malem nangisin kak jessica kumala wongso, seliweran terus di fyp tiktok. gue dulu masi SMP kalo ga salah pas kasus ini muncul, gue masi inget banget seboom apa kasus ini weh anjirlah😭😭😭";0;0;0;1;in;1368892873;1709278138164015557;flurrybooom;https://twitter.com/flurrybooom/status/1709278138164015557
Tue Oct 03 18:30:01 +0000 2023;1709274624427782546;"@MataNajwa angkat kasus jessicakumalawongso";0;0;0;2;tl;1689269833735786496;1709198290267648268;keyyyyzi;https://twitter.com/keyyyyzi/status/1709274624427782546
